 --- Cosmological Parameters --- 
	 H0: 2.2027e-18 (1/s) = 67.9700 (km/s/Mpc) 
	 OmegaM: 3.0690e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9310e-01 
	 OmegaK: 0.0000e+00 
		 w0: -1.0000e+00 
		 wa: 0.0000e+00 
	 rho_crit: 8.6799e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
5.88219040e-04, 2.55385179e-04, 9.99412127e-01, 5.87966488e-04, 9.57389527e-01, 5.88139390e-04, 3.27409710e+00, 2.59560788e+00, 2.59408200e+00, 2.59408200e+00, 2.59255700e+00, 2.70711954e+01, 6.79884137e+01, 8.68459101e-30
6.04732245e-04, 2.62552498e-04, 9.99395633e-01, 6.04465316e-04, 9.57373028e-01, 6.04648059e-04, 3.27408059e+00, 2.66850886e+00, 2.66689610e+00, 2.66689610e+00, 2.66528432e+00, 2.71313432e+01, 6.79889309e+01, 8.68472313e-30
6.21709029e-04, 2.69920903e-04, 9.99378677e-01, 6.21426905e-04, 9.57356066e-01, 6.21620049e-04, 3.27406362e+00, 2.74345833e+00, 2.74175375e+00, 2.74175375e+00, 2.74005024e+00, 2.71914918e+01, 6.79894626e+01, 8.68485897e-30
6.39162405e-04, 2.77496033e-04, 9.99361246e-01, 6.38864223e-04, 9.57338629e-01, 6.39068360e-04, 3.27404617e+00, 2.82051391e+00, 2.81871229e+00, 2.81871229e+00, 2.81691183e+00, 2.72516412e+01, 6.79900092e+01, 8.68499863e-30
6.57105755e-04, 2.85283683e-04, 9.99343326e-01, 6.56790598e-04, 9.57320703e-01, 6.57006354e-04, 3.27402823e+00, 2.89973484e+00, 2.89783066e+00, 2.89783066e+00, 2.89592773e+00, 2.73117914e+01, 6.79905712e+01, 8.68514221e-30
6.75552832e-04, 2.93289812e-04, 9.99324903e-01, 6.75219736e-04, 9.57302273e-01, 6.75447772e-04, 3.27400979e+00, 2.98118204e+00, 2.97916945e+00, 2.97916945e+00, 2.97715822e+00, 2.73719425e+01, 6.79911490e+01, 8.68528982e-30
6.94517777e-04, 3.01520545e-04, 9.99305964e-01, 6.94165721e-04, 9.57283327e-01, 6.94406735e-04, 3.27399083e+00, 3.06491813e+00, 3.06279097e+00, 3.06279097e+00, 3.06066528e+00, 2.74320944e+01, 6.79917431e+01, 8.68544159e-30
7.14015130e-04, 3.09982178e-04, 9.99286494e-01, 7.13643034e-04, 9.57263850e-01, 7.13897766e-04, 3.27397134e+00, 3.15100751e+00, 3.14875925e+00, 3.14875925e+00, 3.14651259e+00, 2.74922472e+01, 6.79923538e+01, 8.68559763e-30
7.34059837e-04, 3.18681185e-04, 9.99266479e-01, 7.33666560e-04, 9.57243827e-01, 7.33935790e-04, 3.27395130e+00, 3.23951638e+00, 3.23714013e+00, 3.23714013e+00, 3.23476562e+00, 2.75524009e+01, 6.79929817e+01, 8.68575805e-30
7.54667263e-04, 3.27624220e-04, 9.99245902e-01, 7.54251601e-04, 9.57223242e-01, 7.54536153e-04, 3.27393070e+00, 3.33051283e+00, 3.32800129e+00, 3.32800129e+00, 3.32549165e+00, 2.76125556e+01, 6.79936272e+01, 8.68592298e-30
7.75853206e-04, 3.36818122e-04, 9.99224748e-01, 7.75413884e-04, 9.57202079e-01, 7.75714630e-04, 3.27390952e+00, 3.42406684e+00, 3.42141233e+00, 3.42141233e+00, 3.41875987e+00, 2.76727112e+01, 6.79942909e+01, 8.68609255e-30
7.97633907e-04, 3.46269924e-04, 9.99203002e-01, 7.97169578e-04, 9.57180324e-01, 7.97487441e-04, 3.27388775e+00, 3.52025039e+00, 3.51744476e+00, 3.51744476e+00, 3.51464136e+00, 2.77328678e+01, 6.79949733e+01, 8.68626688e-30
8.20026062e-04, 3.55986854e-04, 9.99180646e-01, 8.19535303e-04, 9.57157958e-01, 8.19871256e-04, 3.27386537e+00, 3.61913748e+00, 3.61617212e+00, 3.61617212e+00, 3.61320920e+00, 2.77930254e+01, 6.79956748e+01, 8.68644612e-30
8.43046837e-04, 3.65976343e-04, 9.99157663e-01, 8.42528144e-04, 9.57134965e-01, 8.42883217e-04, 3.27384235e+00, 3.72080419e+00, 3.71767002e+00, 3.71767002e+00, 3.71453849e+00, 2.78531841e+01, 6.79963960e+01, 8.68663040e-30
8.66713880e-04, 3.76246030e-04, 9.99134037e-01, 8.66165663e-04, 9.57111328e-01, 8.66540943e-04, 3.27381870e+00, 3.82532877e+00, 3.82201617e+00, 3.82201617e+00, 3.81870645e+00, 2.79133438e+01, 6.79971376e+01, 8.68681986e-30
8.91045332e-04, 3.86803767e-04, 9.99109748e-01, 8.90465912e-04, 9.57087027e-01, 8.90862549e-04, 3.27379437e+00, 3.93279165e+00, 3.92929047e+00, 3.92929047e+00, 3.92579241e+00, 2.79735047e+01, 6.79978999e+01, 8.68701465e-30
9.16059848e-04, 3.97657626e-04, 9.99084779e-01, 9.15447447e-04, 9.57062046e-01, 9.15866656e-04, 3.27376937e+00, 4.04327554e+00, 4.03957505e+00, 4.03957505e+00, 4.03587794e+00, 2.80336667e+01, 6.79986837e+01, 8.68721491e-30
9.41776601e-04, 4.08815904e-04, 9.99059110e-01, 9.41129344e-04, 9.57036364e-01, 9.41572409e-04, 3.27374366e+00, 4.15686550e+00, 4.15295435e+00, 4.15295435e+00, 4.14904687e+00, 2.80938299e+01, 6.79994895e+01, 8.68742081e-30
9.68215306e-04, 4.20287133e-04, 9.99032721e-01, 9.67531209e-04, 9.57009962e-01, 9.67999487e-04, 3.27371724e+00, 4.27364897e+00, 4.26951516e+00, 4.26951516e+00, 4.26538535e+00, 2.81539942e+01, 6.80003180e+01, 8.68763250e-30
9.95396231e-04, 4.32080081e-04, 9.99005594e-01, 9.94673197e-04, 9.56982820e-01, 9.95168124e-04, 3.27369007e+00, 4.39371588e+00, 4.38934674e+00, 4.38934674e+00, 4.38498195e+00, 2.82141598e+01, 6.80011698e+01, 8.68785015e-30
