z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H(z) 
2.58517035e+02, 2.41416587e+00, 3.85331160e-03, 9.78572626e-01, 2.91099788e-04, 2.15119080e-01, 1.54932107e+05
2.60521043e+02, 2.41750664e+00, 3.82378408e-03, 9.78575966e-01, 2.87759764e-04, 2.14248951e-01, 1.56730161e+05
2.62525051e+02, 2.42082191e+00, 3.79470565e-03, 9.78579243e-01, 2.84483119e-04, 2.13388766e-01, 1.58535118e+05
2.64529059e+02, 2.42411206e+00, 3.76606615e-03, 9.78582458e-01, 2.81268180e-04, 2.12538338e-01, 1.60346951e+05
2.66533067e+02, 2.42737747e+00, 3.73785570e-03, 9.78585613e-01, 2.78113334e-04, 2.11697484e-01, 1.62165634e+05
2.68537075e+02, 2.43061851e+00, 3.71006475e-03, 9.78588710e-01, 2.75017019e-04, 2.10866024e-01, 1.63991141e+05
2.70541083e+02, 2.43383555e+00, 3.68268400e-03, 9.78591749e-01, 2.71977727e-04, 2.10043786e-01, 1.65823447e+05
2.72545091e+02, 2.43702893e+00, 3.65570443e-03, 9.78594733e-01, 2.68993997e-04, 2.09230600e-01, 1.67662527e+05
2.74549099e+02, 2.44019900e+00, 3.62911729e-03, 9.78597663e-01, 2.66064419e-04, 2.08426302e-01, 1.69508357e+05
2.76553107e+02, 2.44334609e+00, 3.60291409e-03, 9.78600540e-01, 2.63187625e-04, 2.07630730e-01, 1.71360910e+05
2.78557115e+02, 2.44647055e+00, 3.57708656e-03, 9.78603365e-01, 2.60362295e-04, 2.06843729e-01, 1.73220164e+05
2.80561123e+02, 2.44957269e+00, 3.55162669e-03, 9.78606141e-01, 2.57587149e-04, 2.06065144e-01, 1.75086094e+05
2.82565131e+02, 2.45265283e+00, 3.52652668e-03, 9.78608867e-01, 2.54860946e-04, 2.05294828e-01, 1.76958676e+05
2.84569139e+02, 2.45571127e+00, 3.50177895e-03, 9.78611546e-01, 2.52182489e-04, 2.04532635e-01, 1.78837887e+05
2.86573147e+02, 2.45874833e+00, 3.47737614e-03, 9.78614178e-01, 2.49550613e-04, 2.03778423e-01, 1.80723703e+05
2.88577155e+02, 2.46176430e+00, 3.45331109e-03, 9.78616764e-01, 2.46964192e-04, 2.03032054e-01, 1.82616101e+05
2.90581163e+02, 2.46475946e+00, 3.42957683e-03, 9.78619306e-01, 2.44422136e-04, 2.02293392e-01, 1.84515059e+05
2.92585171e+02, 2.46773412e+00, 3.40616659e-03, 9.78621805e-01, 2.41923385e-04, 2.01562307e-01, 1.86420554e+05
2.94589179e+02, 2.47068853e+00, 3.38307378e-03, 9.78624262e-01, 2.39466914e-04, 2.00838669e-01, 1.88332563e+05
2.96593187e+02, 2.47362298e+00, 3.36029198e-03, 9.78626677e-01, 2.37051729e-04, 2.00122354e-01, 1.90251065e+05
2.98597195e+02, 2.47653774e+00, 3.33781496e-03, 9.78629053e-01, 2.34676864e-04, 1.99413237e-01, 1.92176038e+05
3.00601203e+02, 2.47943307e+00, 3.31563664e-03, 9.78631388e-01, 2.32341383e-04, 1.98711200e-01, 1.94107459e+05
3.02605211e+02, 2.48230922e+00, 3.29375111e-03, 9.78633685e-01, 2.30044378e-04, 1.98016125e-01, 1.96045308e+05
3.04609219e+02, 2.48516645e+00, 3.27215260e-03, 9.78635945e-01, 2.27784967e-04, 1.97327898e-01, 1.97989563e+05
3.06613227e+02, 2.48800501e+00, 3.25083550e-03, 9.78638168e-01, 2.25562295e-04, 1.96646408e-01, 1.99940203e+05
3.08617235e+02, 2.49082513e+00, 3.22979436e-03, 9.78640355e-01, 2.23375530e-04, 1.95971545e-01, 2.01897208e+05
3.10621243e+02, 2.49362706e+00, 3.20902385e-03, 9.78642507e-01, 2.21223865e-04, 1.95303202e-01, 2.03860556e+05
3.12625251e+02, 2.49641102e+00, 3.18851877e-03, 9.78644624e-01, 2.19106518e-04, 1.94641276e-01, 2.05830227e+05
3.14629259e+02, 2.49917726e+00, 3.16827408e-03, 9.78646708e-01, 2.17022726e-04, 1.93985664e-01, 2.07806202e+05
3.16633267e+02, 2.50192598e+00, 3.14828484e-03, 9.78648760e-01, 2.14971749e-04, 1.93336266e-01, 2.09788459e+05
3.18637275e+02, 2.50465742e+00, 3.12854625e-03, 9.78650779e-01, 2.12952869e-04, 1.92692985e-01, 2.11776980e+05
3.20641283e+02, 2.50737179e+00, 3.10905363e-03, 9.78652766e-01, 2.10965387e-04, 1.92055725e-01, 2.13771744e+05
3.22645291e+02, 2.51006929e+00, 3.08980241e-03, 9.78654723e-01, 2.09008624e-04, 1.91424394e-01, 2.15772732e+05
